Fichero actualizado a fecha: 2019-03-07 03:11:01
Título;Descripción;Tag;FechaCreacion;FechaUltimaActualizacion;Frecuencia de actualización;Sector;Organismo responsable;AmbitoGeografico;Licencia;Formatos disponibles para descarga;EnlaceMasInformacion;Identificador;ultimaActualizacion;Enlace al contenido;
"Registro de establecimientos de turismo activo";"<p>Relación de establecimientos de turismo activo de Castilla y León</p>";"Turismo, turismo activo, actividades turísticas";"20120327";;"24 horas de lunes a viernes";"turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.turismocastillayleon.com";1284211841482;20180328;"https://datosabiertos.jcyl.es/web/jcyl/set/es/turismo/turismo_activo/1284211841482";
"Registro de establecimientos de turismo rural";"<p>Relación de establecimientos de turismo rural de Castilla y León</p>";"Turismo, turismo rural, alojamientos turismo rural";"20120327";;"24 horas de lunes a viernes";"turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.turismocastillayleon.com";1284211842462;20181009;"https://datosabiertos.jcyl.es/web/jcyl/set/es/turismo/turismo_rural/1284211842462";
"Centros de Inspección Técnica de Vehículos en Castilla y León";"<p>Relación de todos los centros donde se realizan Inspecciones Técnicas de Vehículos en Castilla y León, indicando diversos datos de los mismos, como Localidad donde se ubica, dirección, horario, teléfono y correo electrónico de contacto, así como los tipos de inspecciones técnicas autorizadas en cada Centro.</p>";"Inspección, Vehículo, ITV, Automóvil";"20120327";;"Semestral";"industria";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://economia.jcyl.es/web/jcyl/Economia/es/Plantilla66y33/1131979213332/_/_/_";1284211042865;20190130;"https://datosabiertos.jcyl.es/web/jcyl/set/es/industria/centros_itv/1284211042865";
"Estadísticas de Servicios Sociales de Castilla y León";"<p>Se ofrecen datos estadísticos de las principales variables de los servicios sociales de la comunidad.</p>";"Estadística, servicios sociales, dependencia, CEAS, SAUSS, discapacidad, personas mayores, protección a la infancia, inclusión social, menores infractores";"20121210";;"Anual";"sociedad-bienestar";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://serviciossociales.jcyl.es/";1284230077683;20171109;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sociedad-bienestar/servicios_sociales/1284230077683";
"Catálogo de Estudios No Universitarios (2016/2017)";"<p>Estudios correspondientes a enseñanzas no Universitarias vigentes en el curso académico 2016/2017</p>";"educación, sistema educativo, plan de estudios, primaria, infantil, secundaria, formación profesional, enseñanzas artísticas, idiomas, enseñanzas deportivas, enseñanzas de adultos, estudios, etapas, cursos, asignaturas, módulos, ámbitos, áreas, 2016, 2017";"20161011";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.educa.jcyl.es/es/informacion/sistema-educativo";1284657483172;20161013;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/estudios-no-universitarios-16-17/1284657483172";
"Relación de Ferias Comerciales";"<p>Relación de ferias comerciales que se celebran en Castilla y León.</p>";"ferias, comerciales";"20120327";;"Diaria";"economia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, XML";"https://economia.jcyl.es/web/jcyl/Economia/es/Plantilla66y33/1142233348812/_/_/_";1284212362788;20180112;"https://datosabiertos.jcyl.es/web/jcyl/set/es/economia/ferias_comerciales/1284212362788";
"Registro de fiestas de interés turístico de Castilla y León";"<p>Listado de las fiestas de interés turístico que se celebran en Castilla y León, divididas por provincia e indicando su categoría asociada: regional, nacional o internacional.</p>";"fiestas, regional, nacional, internacional, turismo, interés turístico";"20141230";;"Continua";"turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.turismocastillayleon.com/cm/turcyl/tkContent?pgseed=1418906833262&idContent=68&locale=es_ES&textOnly=false";1284391537776;20180907;"https://datosabiertos.jcyl.es/web/jcyl/set/es/turismo/fiestas/1284391537776";
"Formación del ECYL";"<p>Listado de cursos de formación competencia del ECYL</p>";"formación, empleo, ecyl, cursos";"20140812";;"Diaria";"empleo";;;"CC-BY";"CSV, JSON, XML";"https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla66y33/1284326172615/_/_/_";1284354357765;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/empleo/formacion-empleo/1284354357765";
"Fotografía aérea ortorrectificada de Castilla y León";"<p>Ortofotografía realizada en Castilla y León en los años y resoluciones siguientes:</p>
<ul>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/1956/' title='' >Ortofotografía 1956 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/1977_83/' title='' >Ortofotografía 1977 - 1983 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/1997/' title='' >Ortofotografía 1997 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/1998/' title='' >Ortofotografía 1998 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/1999' title='' >Ortofotografía 1999 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2000' title='' >Ortofotografía 2000 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2001/' title='' >Ortofotografía 2001 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2002/' title='' >Ortofotografía 2002 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2003/' title='' >Ortofotografía 2003 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2004' title='' >Ortofotografía 2004 25 cm (NO) y 50 cm (SE) - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2005' title='' >Ortofotografía 2005 25 cm (NE) y 50 cm (SO) - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2006' title='' >Ortofotografía 2006 25 cm (SE) y 50 cm (NO) - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2007' title='' >Ortofotografía 2007 25 cm (SO) y 50 cm (NE) - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2008' title='' >Ortofotografía 2008 25 cm (NO) y 50 cm (SE) - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2009' title='' >Ortofotografía 2009 25 cm (NE) y 50 cm (SO) - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2010' title='' >Ortofotografía 2010 25 cm (SE) y 50 cm (NO) - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2011' title='' >Ortofotografía 2011 25 cm (SO) y 50cm (NE y NO) - Descargar datos</a> </li>
<li><a href='http://ftp.itacyl.es/cartografia/01_Ortofotografia/2014/' title='' >Ortofotografía 2014 50 cm Casilla y León completa (NO, NE, SE, SO) - Descargar datos</a></li>
</ul>";"Cartografía, Mapas topográficos, 1:10.000, Ortofotografia, PNOA, Fotogrametría";"20120327";;"Próxima actualización en 2017";"medio-ambiente";"Junta de Castilla y León, Instituto Tecnológico Agrario (ITA), Instituto Geográfico Nacional";"Castilla y León";"IGCYL-NC";"ECW, TIF";"http://www.idecyl.jcyl.es/geonetwork, http://www.geoportal.itacyl.es";1284207326052;20160315;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/fotografia_aerea/1284207326052";
"Fotogramas aereos";"<p>Información procedente de los últimos proyectos de ortofotografía producidos en Castilla y León con cámara matricial dentro del Plan Nacional de Ortofotografía Aerea (PNOA). Es posible descargar tanto los fotogramas aéreos como las orientaciones de los mismos después de la aerotriangulación.</p>
<p>También se publican los fotogramas aéreos del vuelo americano 1956-57. En este caso la información ha sido cedida por la Confederación Hidrográfica del Duero.</p>
<ul>
<li><a href='http://ftp.itacyl.es/cartografia/03_FotogramasAereos/Vuelo-Americano_1956-57/' title='' >Fotogramas aéreos del vuelo americano 1956-57 - Descargar datos</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/03_FotogramasAereos/' title='' >Fotogramas aéreos más actuales - Descargar datos</a></li>
</ul>";"Fotogramas aereos, orientaciones, vuelo 1956";"20120704";;"No programado";"urbanismo-infraestructuras";"Instituto Tecnológico Agrario (ITA), Instituto Geográfico Nacional, Confederación Hidrográfica del Duero";"Castilla y León";"IGCYL-NC";"JPG, TXT";"http://www.itacyl.es/opencms_wf/opencms/informacion_al_ciudadano/wms/index.html";1284225619893;20180608;"https://datosabiertos.jcyl.es/web/jcyl/set/es/urbanismo-infraestructuras/fotogramas_aereos/1284225619893";
"Registro de fundaciones de Castilla y León";"<p>Las Fundaciones son organizaciones constituidas sin fin de lucro que, por voluntad de sus creadores, tienen afectado de modo duradero su patrimonio a la realización de fines de interés general.</p>
<p>Las que realizan sus actividades principalmente en el ámbito territorial de la Comunidad de Castilla y León, adquieren personalidad jurídica con la inscripción en el Registro de Fundaciones de Castilla y León, en el que, además, deben inscribirse todos los actos y negocios jurídicos relevantes de las mismas.</p>
<p>Los datos disponibles proceden de las inscripciones practicadas como consecuencia de los documentos presentados por las propias fundaciones en cumplimiento de lo establecido en la Ley, así como de las comunicaciones efectuadas por los representantes de las mismas.</p>";"registro, fundaciones";"20130703";;"Mensual";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/web/jcyl/AdministracionPublica/es/Plantilla100/1144758988921/_/_/_";1284273563257;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/fundaciones/1284273563257";
"Guía de medios de comunicación";"<p>Relación de los diferentes medios de comunicación de Castilla y León.</p>
<p>AVISO: Los datos disponibles proceden de la información que los medios de comunicación proporcionan a la Junta de Castilla y León. En aquellos casos en los que las entidades no comunican diligentemente la información relevante, este conjunto de datos no puede garantizar que la información disponible corresponda con la realidad de aquellas.</p>";"directorio, información, medios de comunicación, guía, radio, prensa, televisión";"20131105";;"Diaria";"sector-publico, economia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, RDF, XML";"https://www.jcyl.es/web/jcyl/Gobierno/es/Plantilla100/1267710439989/_/_/_";1284212866831;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/guia_medios/1284212866831";
"Número de Licencias del I.A.E. por Actividades económicas";"<p>Número de licencias del I.A.E. por actividades económicas y por provincias en los últimos años - Impuesto sobre Actividades Económicas (I.A.E.) -</p>";"licencias iae, impuesto, actividades, económicas";"20120327";;"Anual";"economia, hacienda";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284175982097;20171020;"https://datosabiertos.jcyl.es/web/jcyl/set/es/economia/licencias-actividad/1284175982097";
"Número de Licencias del I.A.E. por Epígrafes de actividad";"<p>Número de licencias del I.A.E. por epígrafes de actividad y por provincias en los últimos años - Impuesto sobre Actividades Económicas (I.A.E.) -</p>";"iae, impuesto, actividades, económicas, epígrafes, actividad";"20120327";;"Anual";"economia, hacienda";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284175975003;20171020;"https://datosabiertos.jcyl.es/web/jcyl/set/es/economia/licencias-epigrafes/1284175975003";
"Incendios forestales activos";"<p>Desde el 1 de julio, y durante la campaña contra incendios forestales, se publicarán en CSV los partes informativos de incendios forestales activos en Castilla y León.</p>
<p>A partir de los datos técnicos facilitados por la Dirección General de Medio Natural, de acuerdo con lo establecido en PLANCAL e INFOCAL, se mantendrá como pauta habitual el envío de con informaciones actualizadas a las 10.00 horas y a las 19.00 horas.</p>";"incendios, forestales, activos, medio ambiente, medio natural";"20140701";;"Diaria";"medio-ambiente";;;"CC-BY";"CSV";"https://comunicacion.jcyl.es/web/jcyl/Comunicacion/es/Plantilla100/1284333833575/_/_/_";1284333417830;20180608;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/incendios_forestales/1284333417830";
"Incidencias en la red de carreteras titularidad de la Junta de Castilla y León";"<p>Datos de las incidencias ocurridas en la red de carreteras titularidad de la Junta de Castilla y León</p>";"Red de carreteras, transporte, incidencias";"20120327";;"Continua";"transporte";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, XML";"http://servicios.jcyl.es/Via2";1284212099243;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/incidencias_carreteras/1284212099243";
"Indicadores Ambientales y de Sostenibilidad";"<p>Conjunto de indicadores que contribuyen al conocimiento de los aspectos ambientales y de sostenibilidad más destacables en la comunidad de Castilla y León, elaborados de un modo sintético y con el mayor rigor posible.</p>
<p>Se trata de una herramienta de control y evaluación de la realidad medioambiental, así como de la calidad de vida, necesaria para hacer posible el concepto de desarrollo sostenible.</p>";"Medio ambiente, desarrollo sostenible, estadísticas";"20120703";;"Anual";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/web/jcyl/MedioAmbiente/es/Plantilla66y33_100/1246988908512/_/_/_";1284227444931;20160726;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/indicadoresambientales/1284227444931";
"Directorio de industrias culturales";"<p>Relación de las diferentes industrias culturales de Castilla y León organizadas por tipo de actividad.</p>";"directorio, industrias, culturales, cultura, actividad";"20140328";;"Diaria";"cultura-ocio, industria";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, RDF, XML";"https://cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla50y50/1284295784554/_/_/_";1284314335254;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/cultura-ocio/industrias_culturales/1284314335254";
"Información Polínica Actual";"<p>Niveles de polen y previsión</p>";"Fecha; Año; Semana; Estaciones; Tipos polínicos; nivel de polen precedente; Previsión próximos días;";"20120327";;"Semanal";"salud, medio-ambiente";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, XML";"http://www.saludcastillayleon.es/ciudadanos/es/polen";1284208096554;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/niveles_de_polen/1284208096554";
"Información Polínica Histórica";"<p>Histórico de niveles de polen desde el año 2012.<br />
Desde el 15 de noviembre de 2012 al 15 de enero de 2013, no se realizaran lecturas en las estaciones.<br />
Las lecturas correspondientes a las estaciones de Benavente y Aranda de Duero figuran únicamente en el año 2012.</p>";"Fecha; Año; Semana; Estaciones; Tipos polínicos; nivel de polen precedente; Previsión próximos días;";"20120327";;"Semanal";"salud, medio-ambiente";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, XML";"http://www.saludcastillayleon.es/ciudadanos/es/polen";1284208104701;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/nivel_polen_historico/1284208104701";
"Registro de infraestructuras culturales";"<p>Relación de las diferentes infraestructuras culturales de Castilla y León.</p>";"directorio, infraestructuras, culturales, bibliotecas, archivos, museos, cultura";"20140304";;"Diaria";"cultura-ocio, urbanismo-infraestructuras";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, RDF, XML";"https://cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla50y50/1284293003730/_/_/_";1284305389968;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/cultura-ocio/infraestructuras_culturales/1284305389968";
"Número de Establecimientos Turísticos";"<p>Número de Establecimientos Turísticos por provincias de Castilla y León en los últimos años</p>";"infraestructura, turistica, establecimientos, restaurantes, cafeterias";"20120327";;"Trimestral";"economia, turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284176015799;20170210;"https://datosabiertos.jcyl.es/web/jcyl/set/es/economia/establecim_turisticos/1284176015799";
"Número de Plazas Turísticas";"<p>Número de Plazas Turísticas por provincias de Castilla y León en los últimos años</p>";"infraestructura, turistica, plazas, habitaciones";"20120327";;"Trimestral";"economia, turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284176016059;20180608;"https://datosabiertos.jcyl.es/web/jcyl/set/es/economia/plazas_turisticas/1284176016059";
"Registro de instituciones bibliotecarias de Castilla y León";"<p>Relación de instituciones bibliotecarias de Castilla y León.</p>";"instituciones, culturales, cultura, bibliotecas";"20140304";;"Diaria";"cultura-ocio";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, XML";"https://bibliotecas.jcyl.es/web/jcyl/Bibliotecas/es/Plantilla50y50/1284320119389/_/_/_";1284303481710;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/cultura-ocio/instituciones_bibliotecarias/1284303481710";
"Licitaciones";"<p>Contratación administrativa de la Junta de Castilla y León (anuncios, adjudicaciones...): Últimos 3500 contratos modificados.&rdquo;</p>";"licitaciones, contratacion, expedientes, contratos";"20120327";;"Diaria";"sector-publico, economia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, RSS, XML";"https://contratacion.jcyl.es/";1284165771488;20170117;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/licitaciones/1284165771488";
"Registro de mancomunidades de Castilla y León";"<p>Listado de mancomunidades de Castilla y León.</p>";"registro, municipios, mancomunidades, entidades menores";"20130719";;"Diaria";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://servicios1.jcyl.es/presw/sh/wcel";1284278791536;20160916;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/mancomunidades/1284278791536";
"Catálogo de Materias de Estudios No Universitarios (2016/2017)";"<p>Materias correspondientes a enseñanzas no Universitarias vigentes en el curso académico 2016/2017</p>";"educación, sistema educativo, plan de estudios, primaria, infantil, secundaria, formación profesional, enseñanzas artísticas, idiomas, enseñanzas deportivas, enseñanzas de adultos, estudios, etapas, cursos, asignaturas, módulos, ámbitos, áreas, 2016, 2017";"20161011";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.educa.jcyl.es/es/informacion/sistema-educativo";1284657490361;20161013;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/materias-estudios-no-universitarios-16-17/1284657490361";
"Número de defunciones en Castilla y León";"<p>Número de defunciones por provincias en los últimos años - Movimiento Natural de la Población -</p>
<p></p>";"estadísticas, mnp, población, defunciones";"20120327";;"Anual";"demografia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284175857139;20171020;"https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/epa-defunciones/1284175857139";
"Número de matrimonios en Castilla y León";"<p>Número de matrimonios por provincias en los últimos años - Movimiento Natural de la Población -</p>
<p></p>";"estadísticas, mnp, población, matrimonios";"20120327";;"Anual";"demografia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284175856969;20171020;"https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/epa-matrimonios/1284175856969";
"Número de nacimientos en Castilla y León";"<p>Número de nacimientos por provincias en los últimos años - Movimiento Natural de la Población -</p>";"estadísticas, mnp, población, nacimientos";"20120327";;"Anual";"demografia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284175856877;20171020;"https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/epa-nacimientos/1284175856877";
"Modelos digitales del terreno de Castilla y León";"<p>Representación topográfica del terreno en una malla regular de puntos separados 5 m. en formato imagen (GeoTiff) y en formato ASCII procedentes de los vuelos fotogramétricos del PNOA. En ambos casos se distribuyen por hojas 1:25.000 del Mapa Topográfico Nacional.</p>
<p>También se ofrecen algunos productos derivados de estos Modelos (pendientes, sombreado, etc):</p>
<ul>
<li><a href='http://ftp.itacyl.es/cartografia/02_Altimetria/022_MDE/Modelos_Digitales_Elevacion/' title='' >Modelo Digital del Terreno de Castilla y León (EGM08) - Descargar datos</a>
<ul>
<li>Formato imagen de 5 m de resolución.</li>
<li>Formato texto paso de malla 5 m. </li>
</ul>
</li>
<li><a href='http://ftp.itacyl.es/cartografia/02_Altimetria/022_MDE/ProductosDerivados/' title='' >Productos derivados del MDT - Descargar datos</a>
<ul>
<li>Modelo Digital del Terreno de Castilla y León en formato imagen resolución 10 m.</li>
<li>Modelo Digital del Terreno de Castilla y León en formato imagen resolución 20 m</li>
<li>Modelo Digital de pendientes de Castilla y León en formato imagen resolución 20 m</li>
</ul>
</li>
</ul>";"Cartografía, Mapas digitales del terreno, MDT, Pendientes, Orientaciones, Hipsometria, Sombras, Hillshade, PNOA, Fotogrametría";"20120704";;"No programado";"medio-ambiente";"Instituto Tecnológico Agrario (ITA), Instituto Geográfico Nacional";"Castilla y León";"IGCYL-NC";"ECW, JPG, TXT";"http://www.idecyl.jcyl.es/geonetwork, http://www.geoportal.itacyl.es";1284207324406;20170803;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/modelos_terreno/1284207324406";
"Relación de monumentos de Castilla y León";"<p>Listado de los diferentes monumentos de Castilla y León publicados en el portal de Turismo de la comunidad.</p>";"Monumentos, turismo";"20140527";;"24 horas de lunes a viernes";"cultura-ocio";"Junta de Castilla y León";"Castilla y León";"CC-BY";"JSON, XML";"http://www.turismocastillayleon.com/";1284325843131;20160726;"https://datosabiertos.jcyl.es/web/jcyl/set/es/cultura-ocio/monumentos/1284325843131";
"Registro de municipios de Castilla y León";"<p>Listado de municipios de Castilla y León.</p>";"registro, municipios, mancomunidades, entidades menores";"20130719";;"Diaria";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://servicios1.jcyl.es/presw/sh/wcel";1284278782067;20171018;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/municipios/1284278782067";
"Noticias del ECYL";"<p>Listado de noticias competencia del servicio público de empleo</p>";"noticias, empleo, ecyl, actualidad, comunicación";"20140812";;"Diaria";"empleo";;;"CC-BY";"CSV, JSON, XML";"https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284347080413/Estructura?plantillaObligatoria=PlantillaComponenteListado";1284351905119;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/empleo/noticias-empleo/1284351905119";
"Ofertas de Empleo";"<p>Listado de ofertas de empleo en Castilla y León</p>";"ofertas, empleo, ecyl, trabajo";"20140812";;"Diaria";"empleo";;;"CC-BY";"CSV, JSON, XML";"https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla66y33/1284326172296/_/_/_";1284354353012;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/empleo/ofertas-empleo/1284354353012";
"Oficinas del Servicio Público de Empleo (ECyL)";"<p>Relación de las Oficinas del ECyL de las 9 provincias de la Comunidad, así como Centros de Formación Profesional Ocupacional de Castilla y León y las Gerencias Provinciales de Ecyl.</p>";"directorio, oficinas, empleo, ECYL";"20140220";;"Cada 4 horas";"empleo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, RDF, XML";"https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla66y33/1284327469907/_/_/_";1284304566876;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/empleo/oficinas-ecyl/1284304566876";
"Oficinas de información y registro de la Junta de Castilla y León";"<p>Relación de Oficinas de Atención al Ciudadano y Registro de Castilla y León.</p>";"directorio, oficinas, información, registro";"20120327";;"Cada 4 horas";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, RDF, XML";"https://www.jcyl.es/web/jcyl/Portada/es/Plantilla100DirectorioPortada/1248366924958/1279887997704/1144425291523/DirectorioPadre";1284165784219;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/oficinas-info-registro/1284165784219";
"Oficinas de información turística";"<p>Relación de Oficinas de Información Turística de Castilla y León</p>";"Oficinas, turismo, información";"20120327";;"24 horas de lunes a viernes";"turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.turismocastillayleon.com/";1284211843051;20170117;"https://datosabiertos.jcyl.es/web/jcyl/set/es/turismo/oficinas-info-turismo/1284211843051";
"Propuesta de nuevo Modelo de Ordenación del Territorio";"<p>Propuesta de distribución de <strong>materias, competencias y funciones </strong>entre las distintas Entidades Locales en el nuevo modelo de Ordenación del Territorio de Castilla y León.</p>
<p>Se pone a disposición los siguientes documentos en los que se pueden encontrar el índice con las materias y competencias atribuidas a las Entidades Locales, un catalogo con la distribución de la materias, competencias y funciones entre las Diputaciones Provinciales, los Distritos rurales, los municipios de entre 5.000 y 20.000 habitantes, los municipios de entre 1.000 y 5.000 habitantes y los municipios de entre 0 y 1.000 habitantes y un documento que contiene, a modo de ejemplo, las principales competencias y funciones de las distintas entidades locales </p>
<ul>
<li><a href='https://datosabiertos.jcyl.es/web/jcyl/binarios/132/346/%C3%8DNDICE%20MATERIAS%20Y%20COMPETENCIAS.pdf?blobheader=application%2Fpdf%3Bcharset%3DUTF-8&amp;blobheadername2=site&amp;blobheadername3=Cache-control&amp;blobheadername4=Expires&amp;blobheadervalue2=Portal_RISP&amp;blobheadervalue3=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue4=0&amp;blobnocache=true' title='Descarga del documento tipo PDF . Abre una nueva ventana'><img src='http://www.jcyl.es/futuretense_cs/JCYL_17/img/iconos/pdf.png' alt='. Abre una nueva ventana' class='icono' /> Índice de materias y competencias 43 kbytes </a></li>
<li><a href='https://datosabiertos.jcyl.es/web/jcyl/binarios/766/534/MESA%20OT%20COMPETENCIAS%20Y%20FUNCIONES%20DOCUMENTO%20VERSI%C3%93N%20%20REDUCIDA.pdf?blobheader=application%2Fpdf%3Bcharset%3DUTF-8&amp;blobheadername2=site&amp;blobheadername3=Cache-control&amp;blobheadername4=Expires&amp;blobheadervalue2=Portal_RISP&amp;blobheadervalue3=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue4=0&amp;blobnocache=true' title='Descarga del documento tipo PDF . Abre una nueva ventana'><img src='http://www.jcyl.es/futuretense_cs/JCYL_17/img/iconos/pdf.png' alt='. Abre una nueva ventana' class='icono' /> Distribución de Competencias y Servicios Locales 434 kbytes </a> </li>
<li><a href='https://datosabiertos.jcyl.es/web/jcyl/binarios/187/515/PRINCIPALES%20COMPETENCIAS%20Y%20FUNCIONES%20POR%20TIPO%20DE%20EELLsx.pdf?blobheader=application%2Fpdf%3Bcharset%3DUTF-8&amp;blobheadername2=site&amp;blobheadername3=Cache-control&amp;blobheadername4=Expires&amp;blobheadervalue2=Portal_RISP&amp;blobheadervalue3=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue4=0&amp;blobnocache=true' title='Descarga del documento tipo PDF . Abre una nueva ventana'><img src='http://www.jcyl.es/futuretense_cs/JCYL_17/img/iconos/pdf.png' alt='. Abre una nueva ventana' class='icono' /> Principales competencias y funciones por tipo de Entidades Locales 2232 kbytes </a></li>
</ul>
<p> </p>";"Ordenación del territorio, competencias, entidades locales";"20120727";;"Según necesidad";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/web/jcyl/AdministracionPublica/es/Plantilla100/1284531763609/_/_/_";1284231022790;20180904;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/ordenacion_territorio/1284231022790";
